,Date,Open,High,Low,Close,Volume,Adj Close,TickerSymbol
43,2023-10-27 00:00:00,80.04000091552734,80.16999816894531,78.61000061035156,79.87999725341797,79.87999725341797,1676100.0,CF
44,2023-10-30 00:00:00,80.5,82.63999938964844,80.5,81.2300033569336,81.2300033569336,1798100.0,CF
45,2023-10-31 00:00:00,80.6500015258789,81.43000030517578,79.7300033569336,79.77999877929688,79.77999877929688,1829300.0,CF
46,2023-11-01 00:00:00,80.16999816894531,80.68000030517578,78.9000015258789,79.26000213623047,79.26000213623047,1978100.0,CF
47,2023-11-02 00:00:00,78.47000122070312,80.62999725341797,76.8499984741211,80.31999969482422,80.31999969482422,2820100.0,CF
48,2023-10-26 00:00:00,51.869998931884766,52.130001068115234,51.310001373291016,51.369998931884766,51.369998931884766,17594500.0,CSCO
49,2023-10-27 00:00:00,51.63999938964844,52.150001525878906,51.400001525878906,51.560001373291016,51.560001373291016,13333900.0,CSCO
50,2023-10-30 00:00:00,51.349998474121094,51.63999938964844,51.09000015258789,51.56999969482422,51.56999969482422,13322400.0,CSCO
51,2023-10-31 00:00:00,51.75,52.16999816894531,51.68000030517578,52.130001068115234,52.130001068115234,13509300.0,CSCO
52,2023-11-01 00:00:00,52.040000915527344,52.279998779296875,51.79999923706055,52.189998626708984,52.189998626708984,14300700.0,CSCO
53,2023-11-02 00:00:00,52.31999969482422,52.79999923706055,52.18000030517578,52.75,52.75,17454200.0,CSCO
